L 1.726890 # rb:0 size:10000:sctp:
L 2.249624 # rb:0 size:10000:tcp:
L 2.466925 # rb:0 size:20000:sctp:
L 3.878990 # rb:0 size:20000:tcp:
L 2.896002 # rb:0 size:30000:sctp:
L 6.914607 # rb:0 size:30000:tcp:
L 3.377892 # rb:0 size:40000:sctp:
L 5.098389 # rb:0 size:40000:tcp:
L 3.516957 # rb:0 size:50000:sctp:
L 5.692977 # rb:0 size:50000:tcp:
L 4.482249 # rb:0 size:100000:sctp:
L 8.146197 # rb:0 size:100000:tcp:
L 6.096742 # rb:0 size:200000:sctp:
L 15.949980 # rb:0 size:200000:tcp:
L 7.735633 # rb:0 size:300000:sctp:
L 14.401234 # rb:0 size:300000:tcp:
L 9.373791 # rb:0 size:400000:sctp:
L 16.709945 # rb:0 size:400000:tcp:
L 10.989748 # rb:0 size:500000:sctp:
L 18.852784 # rb:0 size:500000:tcp:
L 25.025089 # rb:0 size:1000000:sctp:
L 27.124588 # rb:0 size:1000000:tcp:
L 166.573927 # rb:0 size:10000000:sctp:
L 175.633400 # rb:0 size:10000000:tcp:
L 1.726833 # rb:0 size:10000:sctp:
L 2.249714 # rb:0 size:10000:tcp:
L 2.473219 # rb:0 size:20000:sctp:
L 3.398106 # rb:0 size:20000:tcp:
L 2.896808 # rb:0 size:30000:sctp:
L 4.095097 # rb:0 size:30000:tcp:
L 3.354613 # rb:0 size:40000:sctp:
L 8.091361 # rb:0 size:40000:tcp:
L 3.516470 # rb:0 size:50000:sctp:
L 5.693459 # rb:0 size:50000:tcp:
L 4.481804 # rb:0 size:100000:sctp:
L 8.156560 # rb:0 size:100000:tcp:
L 6.097586 # rb:0 size:200000:sctp:
L 11.653519 # rb:0 size:200000:tcp:
L 7.735520 # rb:0 size:300000:sctp:
L 14.424962 # rb:0 size:300000:tcp:
L 9.350366 # rb:0 size:400000:sctp:
L 13.079172 # rb:0 size:400000:tcp:
L 10.987351 # rb:0 size:500000:sctp:
L 16.924006 # rb:0 size:500000:tcp:
L 19.114986 # rb:0 size:1000000:sctp:
L 25.475751 # rb:0 size:1000000:tcp:
L 167.658358 # rb:0 size:10000000:sctp:
L 171.328199 # rb:0 size:10000000:tcp:
L 1.727300 # rb:0 size:10000:sctp:
L 2.226707 # rb:0 size:10000:tcp:
L 2.472777 # rb:0 size:20000:sctp:
L 2.824819 # rb:0 size:20000:tcp:
L 2.896518 # rb:0 size:30000:sctp:
L 3.399390 # rb:0 size:30000:tcp:
L 3.354123 # rb:0 size:40000:sctp:
L 3.973163 # rb:0 size:40000:tcp:
L 3.515510 # rb:0 size:50000:sctp:
L 4.165778 # rb:0 size:50000:tcp:
L 4.481685 # rb:0 size:100000:sctp:
L 6.261229 # rb:0 size:100000:tcp:
L 6.096851 # rb:0 size:200000:sctp:
L 9.218300 # rb:0 size:200000:tcp:
L 7.736442 # rb:0 size:300000:sctp:
L 11.850038 # rb:0 size:300000:tcp:
L 9.350994 # rb:0 size:400000:sctp:
L 13.892461 # rb:0 size:400000:tcp:
L 10.988760 # rb:0 size:500000:sctp:
L 15.867798 # rb:0 size:500000:tcp:
L 19.112386 # rb:0 size:1000000:sctp:
L 24.128418 # rb:0 size:1000000:tcp:
L 165.391253 # rb:0 size:10000000:sctp:
L 175.099484 # rb:0 size:10000000:tcp:
L 1.727558 # rb:0 size:10000:sctp:
L 2.226771 # rb:0 size:10000:tcp:
L 2.470586 # rb:0 size:20000:sctp:
L 2.824693 # rb:0 size:20000:tcp:
L 2.896626 # rb:0 size:30000:sctp:
L 3.376410 # rb:0 size:30000:tcp:
L 3.355480 # rb:0 size:40000:sctp:
L 3.926011 # rb:0 size:40000:tcp:
L 3.516851 # rb:0 size:50000:sctp:
L 4.162350 # rb:0 size:50000:tcp:
L 4.482285 # rb:0 size:100000:sctp:
L 6.262103 # rb:0 size:100000:tcp:
L 6.097329 # rb:0 size:200000:sctp:
L 9.218705 # rb:0 size:200000:tcp:
L 7.736427 # rb:0 size:300000:sctp:
L 13.208104 # rb:0 size:300000:tcp:
L 9.350959 # rb:0 size:400000:sctp:
L 14.438783 # rb:0 size:400000:tcp:
L 10.988814 # rb:0 size:500000:sctp:
L 16.415424 # rb:0 size:500000:tcp:
L 19.111346 # rb:0 size:1000000:sctp:
L 27.638638 # rb:0 size:1000000:tcp:
L 165.431614 # rb:0 size:10000000:sctp:
L 173.156688 # rb:0 size:10000000:tcp:
L 1.727226 # rb:0 size:10000:sctp:
L 2.226545 # rb:0 size:10000:tcp:
L 2.469527 # rb:0 size:20000:sctp:
L 2.824568 # rb:0 size:20000:tcp:
L 2.895919 # rb:0 size:30000:sctp:
L 3.351934 # rb:0 size:30000:tcp:
L 3.354951 # rb:0 size:40000:sctp:
