L 3.787704 # rb:0 size:10000:sctp:
L 2.857182 # rb:0 size:10000:tcp:
L 2.914369 # rb:0 size:20000:sctp:
L 4.064225 # rb:0 size:20000:tcp:
L 3.536122 # rb:0 size:30000:sctp:
L 4.654146 # rb:0 size:30000:tcp:
L 2.871556 # rb:0 size:40000:sctp:
L 4.771896 # rb:0 size:40000:tcp:
L 3.094104 # rb:0 size:50000:sctp:
L 5.417107 # rb:0 size:50000:tcp:
L 3.599029 # rb:0 size:100000:sctp:
L 10.977393 # rb:0 size:100000:tcp:
L 4.627795 # rb:0 size:150000:sctp:
L 8.850889 # rb:0 size:150000:tcp:
L 16.364611 # rb:0 size:200000:sctp:
L 8.811533 # rb:0 size:200000:tcp:
L 15.557959 # rb:0 size:300000:sctp:
L 9.079155 # rb:0 size:300000:tcp:
L 17.114888 # rb:0 size:400000:sctp:
L 11.339105 # rb:0 size:400000:tcp:
L 13.407080 # rb:0 size:500000:sctp:
L 13.857531 # rb:0 size:500000:tcp:
L 34.343438 # rb:0 size:1000000:sctp:
L 25.365723 # rb:0 size:1000000:tcp:
L 470.649739 # rb:0 size:10000000:sctp:
L 901.184901 # rb:0 size:10000000:tcp:
L 2.330760 # rb:0 size:10000:sctp:
L 3.433828 # rb:0 size:10000:tcp:
L 2.606213 # rb:0 size:20000:sctp:
L 4.265974 # rb:0 size:20000:tcp:
L 3.339890 # rb:0 size:30000:sctp:
L 5.922262 # rb:0 size:30000:tcp:
L 3.215986 # rb:0 size:40000:sctp:
L 6.488094 # rb:0 size:40000:tcp:
L 2.925283 # rb:0 size:50000:sctp:
L 6.559638 # rb:0 size:50000:tcp:
L 4.268066 # rb:0 size:100000:sctp:
L 11.868778 # rb:0 size:100000:tcp:
L 5.491312 # rb:0 size:150000:sctp:
L 13.037152 # rb:0 size:150000:tcp:
L 5.195741 # rb:0 size:200000:sctp:
L 16.628172 # rb:0 size:200000:tcp:
L 6.543361 # rb:0 size:300000:sctp:
L 21.992679 # rb:0 size:300000:tcp:
L 9.777759 # rb:0 size:400000:sctp:
L 21.189270 # rb:0 size:400000:tcp:
L 8.215886 # rb:0 size:500000:sctp:
L 21.790260 # rb:0 size:500000:tcp:
L 19.186343 # rb:0 size:1000000:sctp:
L 132.948793 # rb:0 size:1000000:tcp:
L 315.884437 # rb:0 size:10000000:sctp:
L 207.332815 # rb:0 size:10000000:tcp:
L 2.132531 # rb:0 size:10000:sctp:
L 2.847392 # rb:0 size:10000:tcp:
L 2.840532 # rb:0 size:20000:sctp:
L 3.586337 # rb:0 size:20000:tcp:
L 2.818489 # rb:0 size:30000:sctp:
L 4.451370 # rb:0 size:30000:tcp:
L 2.832921 # rb:0 size:40000:sctp:
L 5.056526 # rb:0 size:40000:tcp:
L 3.047890 # rb:0 size:50000:sctp:
L 6.001363 # rb:0 size:50000:tcp:
L 4.423780 # rb:0 size:100000:sctp:
L 8.943017 # rb:0 size:100000:tcp:
L 4.678139 # rb:0 size:150000:sctp:
L 11.241106 # rb:0 size:150000:tcp:
L 8.743281 # rb:0 size:200000:sctp:
L 12.983097 # rb:0 size:200000:tcp:
L 6.329888 # rb:0 size:300000:sctp:
L 19.684576 # rb:0 size:300000:tcp:
L 7.586606 # rb:0 size:400000:sctp:
L 18.607456 # rb:0 size:400000:tcp:
L 13.127524 # rb:0 size:500000:sctp:
L 20.767572 # rb:0 size:500000:tcp:
L 2.467292 # rb:0 size:10000:sctp:
L 3.214769 # rb:0 size:10000:tcp:
L 3.682708 # rb:0 size:20000:sctp:
L 4.067818 # rb:0 size:20000:tcp:
L 4.327151 # rb:0 size:30000:sctp:
L 5.087039 # rb:0 size:30000:tcp:
L 4.946764 # rb:0 size:40000:sctp:
L 5.058515 # rb:0 size:40000:tcp:
L 5.330695 # rb:0 size:50000:sctp:
L 5.687323 # rb:0 size:50000:tcp:
L 6.424996 # rb:0 size:100000:sctp:
L 6.862784 # rb:0 size:100000:tcp:
L 6.561938 # rb:0 size:150000:sctp:
L 7.264603 # rb:0 size:150000:tcp:
L 7.212858 # rb:0 size:200000:sctp:
L 8.494227 # rb:0 size:200000:tcp:
L 8.590898 # rb:0 size:300000:sctp:
L 10.041124 # rb:0 size:300000:tcp:
L 8.426819 # rb:0 size:400000:sctp:
L 15.221797 # rb:0 size:400000:tcp:
L 9.069266 # rb:0 size:500000:sctp:
L 38.357885 # rb:0 size:500000:tcp:
L 17.706288 # rb:0 size:1000000:sctp:
L 63.723092 # rb:0 size:1000000:tcp:
L 127.816589 # rb:0 size:10000000:sctp:
